Speccode,Zoop_Taxa,Type,Season,All_Bio_SUM_m3,All_Den_SUM_m3,All_Bio_SUM_m2,All_Bio_MEAN_m3,All_Den_MEAN_m3,All_Bio_MEAN_m2,All_Bio_SD_m3,All_Den_SD_m3,All_Bio_SD_m2,N,All_Bio_SE_m3,All_Den_SE_m3,All_Bio_SE_m2
KERCOCHH,Rotifers,NS,Summer,0.08046101922891742,36081.49665072287,1.6092203845783482,0.006189309171455186,2775.4997423632976,1.6092203845783482,0.009196067289837047,3960.0157724518026,1.6092203845783482,13,0.0025505301650865105,1098.3107630170086,0.4463174315476242
KERCOCHH,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
KERCOCHH,Rotifers,OS,Summer,0.02083861461522199,9336.74100762538,0.41677229230443985,0.0026048268269027487,1167.0926259531725,0.41677229230443985,0.006517157742579738,2907.3184491256216,0.41677229230443985,8,0.0023041632169202722,1027.8922952227417,0.14735125704956567
KERCRAS,Rotifers,NS,Spring,1.929189098802457e-4,51.262211365706506,0.004370841075547534,2.143543443113841e-5,5.695801262856278,0.004370841075547534,4.024289017586435e-5,10.694377243957181,0.004370841075547534,9,1.3414296725288116e-5,3.5647924146523935,0.0014569470251825113
KERCRAS,Rotifers,NS,Summer,0.5265669841167627,133452.90966594472,10.531339682335256,0.04050515262436637,10265.608435841901,10.531339682335256,0.032179753279027994,7941.226374266254,10.531339682335256,13,0.008925057729178145,2202.4999140372283,2.9208680941529543
KERCRAS,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
KERCRAS,Rotifers,OS,Summer,0.34485148912077074,92852.00146770524,6.897029782415414,0.04310643614009634,11606.500183463155,6.897029782415414,0.033984700475414596,9413.726162462592,6.897029782415414,8,0.012015406081379673,3328.2548028552565,2.4384682645957585
KEREARL,Rotifers,NS,Spring,3.28464358448498e-5,9.802443401076221,0.0014951602706969609,3.6496039827610883e-6,1.089160377897358,0.0014951602706969609,5.535471801555088e-6,1.6970655085274124,0.0014951602706969609,9,1.8451572671850293e-6,0.5656885028424709,4.983867568989869e-4
KEREARL,Rotifers,NS,Summer,0.040967965253420814,19148.96076286234,0.8193593050684163,0.003151381942570832,1472.9969817586416,0.8193593050684163,0.005072725194333825,2434.6135280098383,0.8193593050684163,13,0.0014069208303468183,675.2403008598274,0.22724938365020894
KEREARL,Rotifers,OS,Spring,2.319321e-5,9.880541919999999,4.638642e-4,2.89915125e-6,1.2350677399999999,4.638642e-4,5.437267471750434e-6,2.2950564910436517,4.638642e-4,8,1.922364350199883e-6,0.8114250040115845,1.6400076068483644e-4
KEREARL,Rotifers,OS,Summer,0.23542111297949392,96510.1474498383,4.708422259589878,0.02942763912243674,12063.768431229788,4.708422259589878,0.03087359308970204,12445.131141455377,4.708422259589878,8,0.010915463516661221,4400.018311439488,1.6646786542228447
KERHIEM,Rotifers,NS,Spring,0.0012316573809049072,28.046766769488713,0.013875414862148445,1.3685082010054525e-4,3.116307418832079,0.013875414862148445,4.074159107850338e-4,9.285648778297686,0.013875414862148445,9,1.3580530359501126e-4,3.095216259432562,0.0046251382873828155
KERHIEM,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
KERHIEM,Rotifers,OS,Spring,2.9574970999999997e-4,4.904217040000001,0.005914994199999999,3.6968713749999997e-5,0.6130271300000001,0.005914994199999999,6.849627977620453e-5,1.1568001049257584,0.005914994199999999,8,2.4217091957902595e-5,0.4089905993351567,0.0020912662547495483
KERHIEM,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
KERQUAD,Rotifers,NS,Spring,0.0032532491220182524,39.7779471244283,0.061449827575969604,3.6147212466869474e-4,4.419771902714255,0.061449827575969604,5.837292974136981e-4,6.904965959460238,0.061449827575969604,9,1.945764324712327e-4,2.3016553198200795,0.020483275858656533
KERQUAD,Rotifers,NS,Summer,1.4902805694230445,16164.894678575638,29.805611388460893,0.11463696687869573,1243.4534368135107,29.805611388460893,0.35998737990155577,3793.214974886586,29.805611388460893,13,0.09984253513499955,1052.0485454470333,8.26658924289609
KERQUAD,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
KERQUAD,Rotifers,OS,Summer,2.611274276095523,32906.102009941256,52.225485521910464,0.3264092845119404,4113.262751242657,52.225485521910464,0.5815710881216742,7337.377085185705,52.225485521910464,8,0.2056164300764375,2594.154546528798,18.464497481651374
KERSP,Rotifers,NS,Spring,5.5018560484178506e-5,13.98397473329821,0.0016978004520380667,6.113173387130945e-6,1.5537749703664678,0.0016978004520380667,5.657343381825793e-6,1.4043275925621994,0.0016978004520380667,9,1.8857811272752644e-6,0.46810919752073316,5.659334840126889e-4
KERSP,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
KERSP,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
KERSP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
LECFLEX,Rotifers,NS,Spring,8.187398893270294e-6,1.46724147280611,9.006138782597324e-5,9.097109881411437e-7,0.16302683031179,9.006138782597324e-5,2.7291329644234313e-6,0.48908049093537004,9.006138782597324e-5,9,9.097109881411437e-7,0.16302683031179002,3.0020462608657748e-5
LECFLEX,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
LECFLEX,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
LECFLEX,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
LECSP,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
LECSP,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
LECSP,Rotifers,OS,Spring,3.693397e-5,5.49211883,7.386794e-4,4.61674625e-6,0.68651485375,7.386794e-4,9.603746451899365e-6,1.2728834674396685,7.386794e-4,8,3.395437120467143e-6,0.45003226574341776,2.611626064314051e-4
LECSP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
LEOASHL,Calanoids,NS,Spring,0.026440760317287725,5.78976198846355,0.650758145864821,0.002937862257476414,0.6433068876070611,0.650758145864821,0.006413626293402082,1.35674230528213,0.650758145864821,9,0.0021378754311340274,0.4522474350940433,0.21691938195494032
LEOASHL,Calanoids,NS,Summer,0.43771962629289696,98.9150113545185,8.754392525857938,0.033670740484069,7.608847027270654,8.754392525857938,0.08529448529488162,19.49656823182377,8.754392525857938,13,0.023656433865000378,5.407375111955607,2.4280316259630386
LEOASHL,Calanoids,OS,Spring,0.022390185743836354,2.93032055845532,0.4478037148767271,0.002798773217979544,0.366290069806915,0.4478037148767271,0.005537838802444003,0.7192149302507399,0.4478037148767271,8,0.001957921685163072,0.254280877155454,0.15832252171493047
LEOASHL,Calanoids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
LEOMINU,Calanoids,NS,Spring,0.7075106033666725,148.59099181592558,38.96892135212948,0.07861228926296361,16.51011020176951,38.96892135212948,0.126033569019977,26.40041899902171,38.96892135212948,9,0.04201118967332567,8.80013966634057,12.989640450709826
LEOMINU,Calanoids,NS,Summer,31.256462377129495,8272.093145132898,625.1292475425898,2.404343259779192,636.3148573179153,625.1292475425898,2.619341015395194,733.1844724922502,625.1292475425898,13,0.7264744876102525,203.34878538037114,173.3796581390022
LEOMINU,Calanoids,OS,Spring,3.141780059436195,570.6547367370167,62.83560118872389,0.39272250742952436,71.33184209212709,62.83560118872389,0.43965298406474806,83.48497467379083,62.83560118872389,8,0.15544080320054224,29.516395859512336,22.215739850240073
LEOMINU,Calanoids,OS,Summer,16.783949340550414,4498.022372152228,335.6789868110083,2.097993667568802,562.2527965190285,335.6789868110083,2.643182402841695,717.2451123880212,335.6789868110083,8,0.9345061004811576,253.58444137123857,118.6804439379468
LEOSICI,Calanoids,NS,Spring,7.14869884464138,640.9625086911668,251.94637788641998,0.79429987162682,71.21805652124077,251.94637788641998,0.9326202127868461,80.27456643782509,251.94637788641998,9,0.31087340426228205,26.758188812608363,83.98212596213999
LEOSICI,Calanoids,NS,Summer,0.2979702610434933,44.2595320051844,5.959405220869866,0.022920789311037946,3.4045793850141846,5.959405220869866,0.08264208113505424,12.275385544056297,5.959405220869866,13,0.022920789311037946,3.4045793850141846,1.6528416227010847
LEOSICI,Calanoids,OS,Spring,9.026342202138586,833.2474809541147,180.52684404277173,1.1282927752673233,104.15593511926434,180.52684404277173,0.9840152360273268,92.62142198441241,180.52684404277173,8,0.3479019230929019,32.74661778415939,63.82587780442508
LEOSICI,Calanoids,OS,Summer,1.4753133475936293,144.16502262543378,29.506266951872583,0.18441416844920366,18.020627828179222,29.506266951872583,0.34320549049009363,35.27912566161314,29.506266951872583,8,0.12134146483300016,12.473054494829498,10.432040724584812
LEOSICO,Calanoids,NS,Spring,0.10709341322815218,18.7806908519182,1.178027545509674,0.011899268136461354,2.0867434279909114,1.178027545509674,0.03569780440938406,6.260230283972734,1.178027545509674,9,0.011899268136461354,2.0867434279909114,0.3926758485032247
LEOSICO,Calanoids,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
LEOSICO,Calanoids,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
LEOSICO,Calanoids,OS,Summer,0.17104605656421706,42.8049933946853,3.420921131284341,0.021380757070527133,5.350624174335662,3.420921131284341,0.060473913245887835,15.133850549013674,3.420921131284341,8,0.021380757070527133,5.350624174335662,1.2094782649177565
LETKIND,Predatory Cladocerans,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
LETKIND,Predatory Cladocerans,NS,Summer,27.374464708688766,6767.496167424397,547.4892941737753,2.1057280545145205,520.5766282634152,547.4892941737753,2.933776842855887,827.4714743268985,547.4892941737753,13,0.8136832952065969,229.49929458995513,151.8462094547027
LETKIND,Predatory Cladocerans,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
LETKIND,Predatory Cladocerans,OS,Summer,13.085756511187821,3336.3246004240377,261.71513022375643,1.6357195638984776,417.0405750530047,261.71513022375643,1.3636618138635626,453.9594052482355,261.71513022375643,8,0.48212725791403627,160.49888691721964,92.53027166016926
LIMCOPE,Calanoids,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
LIMCOPE,Calanoids,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
LIMCOPE,Calanoids,OS,Spring,5.656439203639716e-4,0.487971464878827,0.01131287840727943,7.070549004549645e-5,0.06099643310985337,0.01131287840727943,1.9998532591315388e-4,0.1725239659206759,0.01131287840727943,8,7.070549004549645e-5,0.06099643310985337,0.003999706518263077
LIMCOPE,Calanoids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
LIMMACR,Calanoids,NS,Spring,7.416378359233903,151.06825036750487,233.98888831368882,0.824042039914878,16.785361151944986,233.98888831368882,0.9889297293740154,20.531965793096568,233.98888831368882,9,0.3296432431246718,6.843988597698856,77.99629610456294
LIMMACR,Calanoids,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
LIMMACR,Calanoids,OS,Spring,5.76764756021828,106.49354978282403,115.35295120436558,0.720955945027285,13.311693722853004,115.35295120436558,1.1306606879333125,21.258111779792337,115.35295120436558,8,0.399748919829346,7.515877497356394,40.78342701324391
LIMMACR,Calanoids,OS,Summer,3.3497285924678417,65.1247399504855,66.99457184935684,0.4187160740584802,8.140592493810688,66.99457184935684,1.18430790143424,23.02507262099938,66.99457184935684,8,0.41871607405848016,8.140592493810688,23.6861580286848
MESCOPE,Cyclopoids,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
MESCOPE,Cyclopoids,NS,Summer,0.018611838189346877,21.32310033862673,0.37223676378693754,0.0014316798607189906,1.6402384875866716,0.37223676378693754,0.003779648985495072,4.410977605899393,0.37223676378693754,13,0.0010482860169583022,1.2233850717687422,0.10323990295742927
MESCOPE,Cyclopoids,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
MESCOPE,Cyclopoids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
MONCOPE,Rotifers,NS,Spring,2.2283372573855268e-5,2.77571811644503,0.0013094938665784922,2.4759302859839185e-6,0.3084131240494478,0.0013094938665784922,4.363021199622082e-6,0.5535604291428686,0.0013094938665784922,9,1.4543403998740274e-6,0.18452014304762288,4.364979555261641e-4
MONCOPE,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
MONCOPE,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
MONCOPE,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
MONSP,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
MONSP,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
MONSP,Rotifers,OS,Spring,1.274707e-5,2.03494483,2.549414e-4,1.59338375e-6,0.25436810375,2.549414e-4,4.506769818629802e-6,0.7194616443167531,2.549414e-4,8,1.59338375e-6,0.25436810374999996,9.013539637259603e-5
MONSP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
MYSRELI,Mysids,NS,Spring,0.12575048583543108,0.512370038122768,1.7605068016960355,0.013972276203936786,0.05693000423586311,1.7605068016960355,0.04191682861181036,0.17079001270758934,1.7605068016960355,9,0.013972276203936788,0.05693000423586311,0.5868356005653451
MYSRELI,Mysids,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
MYSRELI,Mysids,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
MYSRELI,Mysids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOOSP,Rotifers,NS,Spring,0.0055269507019745975,103.887825933694,0.07282505381606513,6.14105633552733e-4,11.543091770410445,0.07282505381606513,0.001813441345166407,33.31724671450534,0.07282505381606513,9,6.044804483888023e-4,11.105748904835112,0.024275017938688376
NOOSP,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOOSP,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
NOOSP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTACUM,Rotifers,NS,Spring,0.005734061354274282,134.2960630843364,0.09474972257912995,6.371179282526981e-4,14.92178478714849,0.09474972257912995,0.0017046437027870421,38.66186658669974,0.09474972257912995,9,5.682145675956807e-4,12.887288862233246,0.03158324085970998
NOTACUM,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOTACUM,Rotifers,OS,Spring,1.4974348e-4,2.03494483,0.0029948696000000005,1.8717935e-5,0.25436810375,0.0029948696000000005,5.2942315073236085e-5,0.7194616443167531,0.0029948696000000005,8,1.8717935e-5,0.25436810374999996,0.0010588463014647217
NOTACUM,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTLABI,Rotifers,NS,Spring,4.328578502052331e-5,0.512370038122768,6.060009902873262e-4,4.809531668947034e-6,0.05693000423586311,6.060009902873262e-4,1.4428595006841103e-5,0.17079001270758934,6.060009902873262e-4,9,4.809531668947034e-6,0.05693000423586311,2.020003300957754e-4
NOTLABI,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOTLABI,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTLABI,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTLAUR,Rotifers,NS,Spring,0.05984896484291468,1393.7499429412003,1.276851508602608,0.006649884982546076,154.86110477124447,1.276851508602608,0.015727209786876653,359.5783871393194,1.276851508602608,9,0.005242403262292218,119.85946237977312,0.42561716953420264
NOTLAUR,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOTLAUR,Rotifers,OS,Spring,5.663773e-5,1.51974164,0.0011327546,7.07971625e-6,0.189967705,0.0011327546,2.002446147700638e-5,0.5373098096477824,0.0011327546,8,7.07971625e-6,0.189967705,4.0048922954012754e-4
NOTLAUR,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTSP,Rotifers,NS,Spring,4.838026078306897e-4,7.86466297923613,0.025157735607195867,5.375584531452108e-5,0.8738514421373478,0.025157735607195867,1.6126753594356325e-4,2.6215543264120433,0.025157735607195867,9,5.375584531452108e-5,0.8738514421373478,0.00838591186906529
NOTSP,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOTSP,Rotifers,OS,Spring,6.3919005e-4,19.06521279,0.012783801000000001,7.989875625e-5,2.38315159875,0.012783801000000001,1.6687347878221992e-4,4.4260673865825595,0.012783801000000001,8,5.899868422354858e-5,1.564851131520574,0.0045197561882196835
NOTSP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTSQUA,Rotifers,NS,Spring,1.8751802662195393e-4,18.19574085181441,0.002397987873550947,2.0835336291328216e-5,2.0217489835349345,0.002397987873550947,5.544447685236405e-5,5.536337557912073,0.002397987873550947,9,1.848149228412135e-5,1.8454458526373576,7.99329291183649e-4
NOTSQUA,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
NOTSQUA,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
NOTSQUA,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
PLOHUDS,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
PLOHUDS,Rotifers,NS,Summer,3.5422976971413873,12935.028903683724,70.84595394282773,0.27248443824164514,995.0022233602864,70.84595394282773,0.40045931192346707,1188.0991501928345,70.84595394282773,13,0.11106742945208371,329.51941587349665,19.649132276925044
PLOHUDS,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
PLOHUDS,Rotifers,OS,Summer,2.802637531954499,8204.58928753528,56.05275063908998,0.35032969149431237,1025.57366094191,56.05275063908998,0.4052928084520424,824.9716220266464,56.05275063908998,8,0.14329264661128982,291.6715141107535,19.817640040529554
PLOLENT,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
PLOLENT,Rotifers,NS,Summer,0.12957758288345983,2521.572167652273,2.591551657669197,0.009967506375650756,193.96708981940563,2.591551657669197,0.025027398378102843,420.6115629424026,2.591551657669197,13,0.006941351395670314,116.65665824937552,0.7187671065184607
PLOLENT,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
PLOLENT,Rotifers,OS,Summer,0.40282500625779155,11351.314057041887,8.056500125155832,0.050353125782223944,1418.914257130236,8.056500125155832,0.0910171696686353,2622.365479660674,8.056500125155832,8,0.03217942893854928,927.1462067087879,2.848402935563979
PLOTRUN,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
PLOTRUN,Rotifers,NS,Summer,0.7628100508565668,34359.61902534093,15.256201017131339,0.05867769621973591,2643.0476173339175,15.256201017131339,0.08447553178390342,3646.520671065661,15.256201017131339,13,0.023429297028380904,1011.3628658897383,4.2313088489271475
PLOTRUN,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
PLOTRUN,Rotifers,OS,Summer,0.5388703326929223,24607.34542180744,10.777406653858446,0.06735879158661529,3075.91817772593,10.777406653858446,0.12917680215825672,5569.61951531393,10.777406653858446,8,0.045670896389048185,1969.1578639537058,3.8103886642741625
POLDOLI,Rotifers,NS,Spring,0.01880070518274945,290.0811067571343,0.5826485697082782,0.0020889672425277164,32.23123408412603,0.5826485697082782,0.003140341701882287,46.43854942611367,0.5826485697082782,9,0.0010467805672940958,15.479516475371222,0.19421618990275938
POLDOLI,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
POLDOLI,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
POLDOLI,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
POLMAJO,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
POLMAJO,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
POLMAJO,Rotifers,OS,Spring,0.0010691039199999999,10.00384841,0.021382078399999997,1.3363798999999998e-4,1.25048105125,0.021382078399999997,2.47467791528516e-4,2.3209868234678703,0.021382078399999997,8,8.749307675753625e-5,0.8205927609593776,0.007559706316251201
POLMAJO,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
POLREMA,Rotifers,NS,Spring,7.836122599859168e-4,16.7284993790083,0.01018695937981692,8.706802888732409e-5,1.8587221532231446,0.01018695937981692,2.6120408666197226e-4,5.576166459669434,0.01018695937981692,9,8.706802888732409e-5,1.8587221532231446,0.00339565312660564
POLREMA,Rotifers,NS,Summer,0.777767745915088,27792.626282200596,15.555354918301761,0.059828288147314466,2137.8943294000455,15.555354918301761,0.13347611464141781,4497.618383104321,15.555354918301761,13,0.03701961349148782,1247.4148998270823,4.314279212767535
POLREMA,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
POLREMA,Rotifers,OS,Summer,0.16315583748547513,8974.980891182902,3.2631167497095026,0.02039447968568439,1121.8726113978628,3.2631167497095026,0.03255663209344301,1780.1944600914644,3.2631167497095026,8,0.011510507662934568,629.3937872806996,1.1536859907614976
POLSP,Rotifers,NS,Spring,9.292050174454712e-4,21.54761496558645,0.025103556871991242,1.0324500193838568e-4,2.3941794406207166,0.025103556871991242,2.3744098229886554e-4,5.606666899384866,0.025103556871991242,9,7.914699409962185e-5,1.868888966461622,0.008367852290663747
POLSP,Rotifers,NS,Summer,3.5462817019506847,100514.99741902616,70.92563403901369,0.27279090015005264,7731.922878386627,70.92563403901369,0.3049648011566619,8530.073073326934,70.92563403901369,13,0.08458201752169417,2365.816603794997,19.67123155941984
POLSP,Rotifers,OS,Spring,0.0159776076,211.74107127,0.31955215200000003,0.00199720095,26.46763390875,0.31955215200000003,0.0019055320063026987,25.94227263430424,0.31955215200000003,8,6.737073017123226e-4,9.171978449553363,0.11297874681097719
POLSP,Rotifers,OS,Summer,3.0818115054838597,62976.679926170575,61.63623010967719,0.38522643818548247,7872.084990771322,61.63623010967719,0.6798053126252626,13365.094084026674,61.63623010967719,8,0.24034747322198202,4725.274329005735,21.7916981386636
POLVULG,Rotifers,NS,Spring,1.741262639267325e-4,2.93448294561222,0.0019153889031940574,1.9347362658525832e-5,0.32605366062358,0.0019153889031940574,5.80420879755775e-5,0.9781609818707401,0.0019153889031940574,9,1.9347362658525832e-5,0.32605366062358004,6.384629677313524e-4
POLVULG,Rotifers,NS,Summer,0.08288026044893317,1746.4287223190415,1.657605208978663,0.006375404649917936,134.34067094761858,1.657605208978663,0.01753493538496889,372.1269439618306,1.657605208978663,13,0.004863316049419479,103.20944441816114,0.4597369673422132
POLVULG,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
POLVULG,Rotifers,OS,Summer,1.8249933546837578,36190.99078178393,36.49986709367516,0.22812416933546972,4523.873847722991,36.49986709367516,0.39246961835736704,7549.0623349435,36.49986709367516,8,0.13875896427509526,2668.9965843192504,12.904651767172712
POYPEDI,Predatory Cladocerans,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
POYPEDI,Predatory Cladocerans,NS,Summer,34.36375020930005,7020.244910097121,687.275004186001,2.643365400715388,540.01883923824,687.275004186001,7.963063311058291,1607.4215356673024,687.275004186001,13,2.2085563905989787,445.8185206256559,190.61578984133496
POYPEDI,Predatory Cladocerans,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
POYPEDI,Predatory Cladocerans,OS,Summer,2.8534397626794115,509.1085100852079,57.06879525358823,0.35667997033492643,63.63856376065099,57.06879525358823,0.5197618982307826,86.10714211830866,57.06879525358823,8,0.18376358142068927,30.443472050224912,20.176866058979446
ROTBDEL,Rotifers,NS,Spring,0.002033680660196924,18.414435380281446,0.0260110590284078,2.259645177996582e-4,2.0460483755868273,0.0260110590284078,5.378390178363215e-4,5.526826516100937,0.0260110590284078,9,1.7927967261210717e-4,1.842275505366979,0.008670353009469266
ROTBDEL,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
ROTBDEL,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
ROTBDEL,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
SKIOREG,Calanoids,NS,Spring,0.7714601375593054,90.01236000459653,22.921341981432022,0.08571779306214504,10.00137333384406,22.921341981432022,0.08924197081311629,10.90008001429287,22.921341981432022,9,0.029747323604372097,3.63336000476429,7.640447327144007
SKIOREG,Calanoids,NS,Summer,9.566740237567432,1398.1726278777348,191.3348047513486,0.7359030951974946,107.55174060597959,191.3348047513486,0.6337854589794691,85.7958004304464,191.3348047513486,13,0.17578045923030422,23.79547366703461,53.066726870144485
SKIOREG,Calanoids,OS,Spring,1.3154341229992115,141.60916464773504,26.308682459984233,0.16442926537490143,17.70114558096688,26.308682459984233,0.29207973317354974,32.79585911639105,26.308682459984233,8,0.1032657799870872,11.595087188019383,9.301523885769216
SKIOREG,Calanoids,OS,Summer,6.996852458895947,990.650777186375,139.9370491779189,0.8746065573619933,123.83134714829687,139.9370491779189,1.2492332773116805,179.4868271242173,139.9370491779189,8,0.44167066083549206,63.4581762965958,49.47521820647092
SKIREIG,Calanoids,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
SKIREIG,Calanoids,NS,Summer,0.03312990601325771,5.67006442354974,0.6625981202651542,0.0025484543087121313,0.43615880181151845,0.6625981202651542,0.009188582683238725,1.5725929241763656,0.6625981202651542,13,0.0025484543087121317,0.43615880181151845,0.1837716536647745
SKIREIG,Calanoids,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
SKIREIG,Calanoids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
SYNSP,Rotifers,NS,Spring,0.15491400288583237,2752.905094396934,5.554636611068426,0.01721266698731471,305.8783438218816,5.554636611068426,0.026390701829982727,466.43496937121256,5.554636611068426,9,0.008796900609994242,155.4783231237375,1.8515455370228089
SYNSP,Rotifers,NS,Summer,2.0259556529333804,86501.12466685082,40.51911305866761,0.15584274253333696,6653.932666680833,40.51911305866761,0.19374419166040524,11135.584154259646,40.51911305866761,13,0.053734970565762596,3088.455357725189,11.237979982257583
SYNSP,Rotifers,OS,Spring,0.14278391629,2340.6064801,2.8556783258,0.01784798953625,292.5758100125,2.8556783258,0.017093245548701327,266.0335254938881,2.8556783258,8,0.0060433749199867385,94.05705494984626,1.0096347545303135
SYNSP,Rotifers,OS,Summer,1.0424038761566927,31605.94119713677,20.848077523133856,0.1303004845195866,3950.7426496420962,20.848077523133856,0.1062855905034717,3502.4782692602002,20.848077523133856,8,0.037577630893710676,1238.313067576205,7.370908495655395
TRICYLI,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
TRICYLI,Rotifers,NS,Summer,6.122535610750505,53805.82483617759,122.45071221501011,0.4709642777500389,4138.909602782892,122.45071221501011,1.4253196694593084,11694.583730263896,122.45071221501011,13,0.39531255016637856,3243.4939449748776,33.961717046792586
TRICYLI,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TRICYLI,Rotifers,OS,Summer,0.8942684021837283,10566.616153567711,17.885368043674564,0.11178355027296603,1320.8270191959639,17.885368043674564,0.16994576136079403,2040.8318900194329,17.885368043674564,8,0.0600849001460641,721.5430343472497,6.323432513849729
TRIMULT,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
